metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1788949398.1614,elite,4146.9858299731,1767174391.9504,AS135341 Orange Communication,ORANGE2-AS-AP,Shibganj,Asia,AS,Bangladesh,BD,,False,Md Kamrul Islam,25.0015,89.3227,False,,True,Rajshahi Division,success,Asia/Dhaka,5810,1788602102,1788949404.2522,2025,socks5,103.151.75.21:2025,True,4059.8981380463,33919,123015,21.613544547389,103.151.75.21
True,1788885030.4052,elite,1766.7064445296,1697032231.9881,AS6181 Cincinnati Bell Telephone Company LLC,FUSE-NET,Cincinnati,North America,,United States,US,,False,Fuse Internet Access,39.1091,-84.6082,False,Fuse Internet Access - BRAS Norwood Region,True,Ohio,success,America/New_York,45238,1788395688,1788949404.2487,31034,socks4,72.49.49.11:31034,True,905.51972389221,1174251,702530,62.567289417359,72.49.49.11
True,1788949396.351,elite,3594.4144495353,1783166997.3245,AS28252 WorldNet Telecom Comercio e Serviços de Telecomuni,WorldNet Telecom Comercio e Serviços de Telecomuni,Recife,South America,SA,Brazil,BR,,False,WorldNet Telecom Comercio e Servi?os de Telecomuni,-8.0091,-34.9498,False,WorldNet Telecom Comercio e Serviços de Telecomuni,True,Pernambuco,success,America/Recife,50000,1788608882,1788949404.2449,5432,socks4,179.189.246.129:5432,True,1114.5939826965,73268,152073,32.514278360352,179.189.246.129
True,1788949404.2268,elite,3966.6576963566,1776542670.4879,AS60840 OJSC Telecom-Service,TELECOMSERVICEVRN,Voronezh,Europe,EU,Russia,RU,,False,OJSC Telecom-Service,51.6683,39.192,False,telekomservicevrn,True,Voronezh Oblast,success,Europe/Moscow,394000,1788382510,1788949404.2268,1080,socks5,84.21.166.105:1080,True,702.01396942139,11214,49613,18.435891955875,84.21.166.105
True,1788949347.3401,elite,9177.6457755843,1786112826.5596,AS138152 YISU CLOUD LTD,YISUCLOUDLTD-HK,Los Angeles,North America,,United States,US,,True,Yisu Cloud LTD,34.0549,-118.243,False,"Hong Kong Acemob Technology Co., Limited",True,California,success,America/Los_Angeles,90009,1788531114,1788949404.1618,9005,socks5,103.143.11.246:9005,True,6636.3060474396,10007,46909,17.582050741444,103.143.11.246
True,1788949385.6091,elite,5079.5289612033,1782138239.3187,AS41745 Baykov Ilya Sergeevich,FORTIS-AS,Helsinki,Europe,EU,Finland,FI,,False,Baykov Ilya Sergeevich,60.1698,24.9383,False,Baykov Ilya Sergeevich,True,Uusimaa,success,Europe/Helsinki,,1788789773,1788949404.1189,1080,socks4,93.123.30.53:1080,True,2201.361656189,114063,181183,38.633207562507,93.123.30.53
True,1788948766.6504,elite,5746.3472464815,1765112320.4,AS4760 HKT Limited,HKTIMS-AP,Yuen Long,Asia,AS,Hong Kong,HK,,False,Hong Kong Telecommunications (HKT) Limited Business Internet,22.4531,114.032,False,Oriental Press Group Ltd,True,Yuen Long District,success,Asia/Hong_Kong,,1788789672,1788949404.1058,80,http,210.177.178.148:80,False,829.65230941772,29719,15607,65.567224109782,210.177.178.148
True,1788949404.1003,elite,11568.964575593,1786931268.2799,AS210538 KEYUBU Internet ve Bilisim Tic. Ltd. Sti.,KEYUBU,Istanbul,Asia,AS,Türkiye,TR,,False,KEYUBU Internet ve Bilisim Tic. Ltd. Sti.,41.0146,28.9532,False,,True,Istanbul,success,Europe/Istanbul,34134,1788745173,1788949404.1003,9050,socks5,89.47.113.13:9050,True,11220.731258392,9515,14279,39.989072875515,89.47.113.13
True,1788949302.4041,elite,2022.7060834115,1786276864.7783,AS12768 JSC ER-Telecom Holding,ER-TELECOM-AS,Perm,Europe,EU,Russia,RU,,False,"OJSC ""ER-Telecom"" Perm'",58.0047,56.2514,False,"CJSC ""ER-Telecom Holding""",True,Perm Krai,success,Asia/Yekaterinburg,614000,1788695677,1788949404.0133,1080,socks5,46.146.242.142:1080,True,3757.8420639038,26949,25873,51.018515012684,46.146.242.142
True,1788948792.0335,transparent,1951.5119651521,1787607984.4981,AS38731 Vietel - CHT Compamy Ltd,VTDC-AS-VN,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,VTDC,10.822,106.6257,False,Viettel - CHT Company Ltd,True,Ho Chi Minh,success,Asia/Ho_Chi_Minh,700000,1788817222,1788949404.0119,80,http,210.211.113.33:80,True,615.71359634399,22194,1079,95.363726206334,210.211.113.33
True,1788949370.6481,elite,4351.3776099166,1787691302.1069,"AS214036 Ultahost, Inc.",ULTAHOST-AS,Frankfurt am Main,Europe,EU,Germany,DE,,True,"Ultahost, Inc.",50.1109,8.68213,False,UltaHost Inc,True,Hesse,success,Europe/Berlin,60313,1788899822,1788949403.9443,1080,socks4,84.200.205.35:1080,True,7321.3131427765,27855,36748,43.117192700029,84.200.205.35
True,1788944722.2967,elite,1574.432227218,1788944722.2967,AS212552 BitCommand LLC,BitCommand,Toronto,North America,,Canada,CA,,False,BitCommand LLC,43.709,-79.4057,False,BitCommand,True,Ontario,success,America/Toronto,M5A,1788941404,1788949403.8436,2080,http,217.197.97.48:2080,True,4556.1723709106,103,0,100.0,217.197.97.48
True,1788949308.3529,elite,9589.9101457835,1786529349.4964,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,Shenzhen Tencent Computer Systems Company Limited,1.35208,103.82,False,"Tencent Cloud Computing (Beijing) Co., Ltd",True,North West,success,Asia/Singapore,858877,1788946511,1788949403.6909,8080,socks4,43.160.245.155:8080,True,6464.574098587,92993,47730,66.082303532472,43.160.245.155
True,1788949305.109,elite,2494.2599449844,1783269364.3709,AS196815 LAN servis s.r.o.,LANSERVIS-AS,Přerov,Europe,EU,Czechia,CZ,,False,LAN servis s.r.o,49.4137,17.5032,False,LANservis s.r.o,True,Olomouc Region,success,Europe/Prague,750 02,1788712933,1788949403.6692,1080,socks4,109.69.211.18:1080,True,3178.8032054901,154113,132424,53.784677022514,109.69.211.18
True,1788948764.4126,elite,3424.4820718647,1776081471.9589,AS60404 Liteserver,Liteserver,Dronten,Europe,EU,The Netherlands,NL,,True,The Infrastructure Group B.V.,52.5378,5.6966,False,TIG,True,Flevoland,success,Europe/Amsterdam,8253,1788498393,1788949403.6541,1080,socks5,5.255.117.250:1080,True,4207.9722881317,168980,36313,82.311622899953,5.255.117.250
True,1788949403.5567,elite,3160.3717663915,1781199727.8907,AS42337 Respina Networks & Beyond PJSC,RESPINA-AS,Tehran,Asia,AS,Iran,IR,District 6,False,Respina Networks & Beyond PJSC,35.7446,51.4082,False,Respina,True,Tehran,success,Asia/Tehran,,1788455293,1788949403.5567,1543,socks4,87.107.78.242:1543,True,3494.6613311768,31978,212524,13.078829621026,87.107.78.242
True,1788949403.5241,elite,2706.3113750905,1776079230.7007,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Irvine,North America,,United States,US,,False,Cox Communications Inc.,33.6846,-117.827,False,Cox Communications,True,California,success,America/Los_Angeles,92612,1788779982,1788949403.5241,4145,socks5,72.195.34.59:4145,True,918.27273368835,120805,75349,61.586814441714,72.195.34.59
True,1788949403.5031,elite,7664.0103680584,1786616204.0692,AS200740 FIRST SERVER LIMITED,FIRST-SERVER-EU-AS,Frankfurt am Main,Europe,EU,Germany,DE,,True,First Server Limited,50.1109,8.68213,False,,True,Hesse,success,Europe/Berlin,60313,1788429467,1788949403.5031,9050,socks4,95.81.95.41:9050,True,12155.925035477,15978,58555,21.43748406746,95.81.95.41
True,1788949403.4491,elite,3938.5166422408,1710565047.4989,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Hohhot,Asia,AS,China,CN,,False,CNC Group CHINA169 Neimeng Province Network,40.8415,111.752,False,,True,Inner Mongolia,success,Asia/Shanghai,010000,1788438372,1788949403.4491,10800,socks4,58.18.39.58:10800,True,9439.178943634,256328,922054,21.752538650455,58.18.39.58
True,1788947001.9195,transparent,728.24069974748,1786793402.7487,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Montelíbano,South America,SA,Colombia,CO,,False,Ufinet Panama S.A.,7.97917,-75.4202,False,UFINET,True,Departamento de Córdoba,success,America/Bogota,234001,1788606356,1788949403.2797,999,http,181.78.74.253:999,True,529.77204322815,19920,5340,78.859857482185,181.78.74.253
True,1788949342.9581,elite,6777.9129940787,1778937293.1576,AS396982 Google LLC,GOOGLE-CLOUD-PLATFORM,Tokyo,Asia,AS,Japan,JP,,True,Google LLC,35.6761,139.6503,False,Google Cloud (asia-northeast1),True,Tokyo,success,Asia/Tokyo,,1788610468,1788949403.2109,38081,socks5,34.84.162.206:38081,True,10655.906200409,176190,55269,76.12147291745,34.84.162.206
True,1788949403.0291,elite,8221.4369961335,1786113826.7278,AS138152 YISU CLOUD LTD,YISUCLOUDLTD-HK,Los Angeles,North America,,United States,US,,True,Yisu Cloud LTD,34.0549,-118.243,False,"Hong Kong Acemob Technology Co., Limited",True,California,success,America/Los_Angeles,90009,1788531753,1788949403.0291,9005,socks4,103.143.11.246:9005,True,6796.350479126,17312,82714,17.307500049987,103.143.11.246
True,1788945557.992,elite,2066.4520399569,1765106004.8046,AS212552 BitCommand LLC,BitCommand,Paris,Europe,EU,France,FR,,False,BitCommand LLC,48.8558,2.3494,False,Deployish Limited,True,Île-de-France,success,Europe/Paris,75001,1788782366,1788949403.0145,80,http,202.133.88.173:80,False,189.49961662292,304805,76207,79.998792688944,202.133.88.173
True,1788949284.7339,elite,2161.1384470788,1783176859.2451,AS58715 EARTH TELECOMMUNICATION (Pvt) LTD.,EARTHTELECOMMUNICATION-AS,Paltan,Asia,AS,Bangladesh,BD,,False,Earth Telecommunication ( pvt ) Limited,23.7362,90.4143,False,,True,Dhaka Division,success,Asia/Dhaka,1000,1788777248,1788949402.9651,1080,socks5,59.152.97.233:1080,True,2116.4033412933,126253,26451,82.678253352892,59.152.97.233
True,1788949402.8954,elite,2380.5717024733,1783244009.9091,AS8926 Moldtelecom SA,MOLDTELECOM-AS,Chisinau,Europe,EU,Moldova,MD,,False,"JSC ""Moldtelecom"" S.A",47.0042,28.8574,False,JSC Moldtelecom S.A.,True,Chișinău Municipality,success,Europe/Chisinau,MD-2000,1788684250,1788949402.8954,4145,socks4,46.55.3.113:4145,True,1238.5840415955,91139,147910,38.125656246209,46.55.3.113
True,1788949402.7717,elite,889.16778529618,1696985656.7541,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.9381,-84.4633,False,Performive LLC,True,Georgia,success,America/New_York,30067,1788557581,1788949402.7717,18301,socks4,192.111.135.18:18301,True,754.80270385742,446332,1004800,30.75750517527,192.111.135.18
True,1788949402.7482,elite,7036.6550434178,1788424677.6286,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788453212,1788949402.7482,4198,socks5,45.74.31.30:4198,True,3622.6401329041,1341,3794,26.114897760467,45.74.31.30
True,1788949365.0489,elite,3174.7276801214,1783194168.8903,AS38264 National WiMAX/IMS environment,WATEEN-IMS-PK-AS-AP,Lahore,Asia,AS,Pakistan,PK,,False,Wateen Telecom (Pvt.) Ltd,31.5826,74.3276,False,Wateen Telecom Limited,True,Punjab,success,Asia/Karachi,54000,1788636007,1788949402.7474,1080,socks4,110.38.234.74:1080,True,1776.9727706909,167806,128152,56.699261381683,110.38.234.74
True,1788949402.7381,elite,3167.4195635584,1788748493.7366,AS147127 PT Tujuhlangit Lintas Nusantara,IDNIC-TUJUHLANGITNET-AS-ID,Batang,Asia,AS,Indonesia,ID,,False,PT Tujuhlangit Lintas Nusantara,-6.4823,110.7086,False,PT Tujuhlangit Lintas Nusantara,True,Central Java,success,Asia/Jakarta,51215,1788746772,1788949402.7381,39762,socks4,103.172.23.90:39762,True,9467.5211906433,7154,4767,60.01174398121,103.172.23.90
True,1788949398.3328,elite,3359.640191762,1710540184.6577,AS6057 Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones,Montevideo,South America,SA,Uruguay,UY,,False,Administracion Nacional de Telecomunicaciones,-34.9087,-56.1539,False,Cliente Antel Uruguay,True,Montevideo Department,success,America/Montevideo,11300,1788646266,1788949402.6645,4153,socks4,179.27.86.36:4153,True,8379.8062801361,273412,934067,22.643209529938,179.27.86.36
True,1788949402.661,elite,3860.6655055414,1788301105.639,AS4808 China Unicom Beijing Province Network,CHINA169-BJ,Jinrongjie,Asia,AS,China,CN,Xicheng District,False,China Unicom Beijing Province Network,39.9236,116.36,False,,False,Beijing,success,Asia/Shanghai,,1788903152,1788949402.661,18888,http,111.206.4.163:18888,False,3013.3519172668,10766,372,96.660082600108,111.206.4.163
True,1788949402.6529,elite,6466.7223892323,1788410778.4181,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,False,Kowloon,success,Asia/Hong_Kong,999077,1788407210,1788949402.6529,9898,socks4,47.86.233.217:9898,True,1716.0823345184,5500,15510,26.178010471204,47.86.233.217
True,1788949355.0848,elite,2134.8942595825,1710542439.0405,AS20875 JP HT d.d. Mostar,HPTNET-AS,Mostar,Europe,EU,Bosnia and Herzegovina,BA,,False,JP HT d.d. Mostar,43.3426,17.811,True,Htnet,True,Federation of Bosnia and Herzegovina,success,Europe/Sarajevo,,1788735508,1788949402.5649,5678,socks4,212.39.114.139:5678,True,3155.4894447327,274749,1054646,20.667220803448,212.39.114.139
True,1788949402.4069,elite,3066.1012638408,1786478766.2814,AS13489 UNE EPM TELECOMUNICACIONES S.A.,UNE EPM TELECOMUNICACIONES S.A.,Cartagena,South America,SA,Colombia,CO,,False,EPM Telecomunicaciones S.A. E.S.P.,10.3956,-75.5117,False,EPM Telecomunicaciones S.A. E.S.P,True,Departamento de Bolívar,success,America/Bogota,130006,1788896880,1788949402.4069,5678,socks4,181.129.192.138:5678,True,3754.7214031219,41213,65541,38.605579182045,181.129.192.138
True,1788949331.1923,elite,3868.2744826163,1783782275.0343,AS18403 FPT Telecom Company,FPT-VN,Hanoi,Asia,AS,Vietnam,VN,,False,FPT Telecom Company,21.0184,105.8461,False,Vietnam Internet Network Information Center,True,Hanoi,success,Asia/Bangkok,100000,1788364815,1788949402.3693,1080,socks5,58.187.192.47:1080,True,1162.3187065125,5874,57750,9.2323651452282,58.187.192.47
True,1788949370.6096,elite,2670.8646732948,1783795808.8493,AS15704 XTRA TELECOM S.A.,AS15704,Jaca,Europe,EU,Spain,ES,,False,MasMovil Access Network,42.569,-0.54987,False,"Masmovil Ibercom, SA",True,Aragon,success,Europe/Madrid,22700,1788632373,1788949402.3177,18500,socks5,81.0.49.104:18500,True,3306.7772388458,58531,67016,46.620787434188,81.0.49.104
True,1788949402.3054,elite,9666.7319251812,1787412410.2735,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788622308,1788949402.3054,4277,socks5,45.74.31.42:4277,True,13198.563575745,2212,11580,16.038283062645,45.74.31.42
True,1788949303.6082,elite,2081.3202554669,1784382630.9015,AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP,GCS-AS,Labinot-Fushë,Europe,EU,Albania,AL,,False,Global Connectivity Solutions LLP,41.1533,20.1683,False,Global Connectivity Solutions LLP,True,Elbasan County,success,Europe/Tirane,,1788615728,1788949402.2731,1082,socks5,147.45.221.112:1082,True,83.538055419922,81499,58594,58.174926655864,147.45.221.112
True,1788949402.148,elite,6851.4930777514,1787592272.5346,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788801750,1788949402.148,5147,socks5,45.74.31.30:5147,True,12821.003913879,2248,11067,16.883214419827,45.74.31.30
True,1788949402.116,elite,13371.312802094,1776421625.8825,AS31034 Aruba S.p.A.,ARUBA-ASN,Arezzo,Europe,EU,Italy,IT,,True,Aruba S.p.A.,43.4631,11.8783,False,Aruba S.p.A.,True,Tuscany,success,Europe/Rome,52100,1788821903,1788949402.116,9050,socks5,77.81.230.90:9050,True,14749.163389206,36003,104857,25.559420701406,77.81.230.90
True,1788949402.0936,elite,4299.4742579655,1710540204.3067,AS6429 Telmex Chile Internet S.A.,Telmex Chile Internet S.A.,Santiago,South America,SA,Chile,CL,,False,Telmex Chile Internet S.A.,-33.4521,-70.6536,False,Subcentro Las Condes S.A,True,Santiago Metropolitan,success,America/Santiago,34033,1788566966,1788949402.0936,5678,socks4,190.54.100.74:5678,True,2045.1929569244,268580,757636,26.171878045168,190.54.100.74
True,1788949402.0822,elite,3214.681881936,1776081050.4264,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,San Diego,North America,,United States,US,,False,Cox Communications Inc.,32.7097,-117.1228,False,Cox Communications,True,California,success,America/Los_Angeles,92102,1788779284,1788949402.0822,4145,socks4,72.207.33.64:4145,True,3832.6711654663,408951,281596,59.221312959147,72.207.33.64
True,1788949401.9822,elite,4015.2885084683,1776089296.2167,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,Phnom Penh,Asia,AS,Cambodia,KH,,False,"COGETEL Co., Ltd",11.5583,104.9121,False,Cogetel Ltd,True,Phnom Penh,success,Asia/Phnom_Penh,,1788788844,1788949401.9822,1080,socks5,202.62.52.120:1080,True,2396.6498374939,70744,95913,42.448862033998,202.62.52.120
True,1788949401.9783,elite,11501.574852814,1780861581.3552,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Contabo GmbH,48.9742,8.1851,False,Contabo GmbH,True,Grand Est,success,Europe/Paris,67630,1788721753,1788949401.9783,9050,socks5,161.97.104.161:9050,True,4377.0041465759,29720,97730,23.318948607297,161.97.104.161
True,1788949350.825,elite,9323.4022449285,1787616212.6969,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Contabo GmbH,48.9742,8.1851,False,Contabo GmbH,True,Grand Est,success,Europe/Paris,67630,1788824004,1788949401.9709,4545,socks4,158.220.99.85:4545,True,13249.128341675,107795,7599,93.414735601504,158.220.99.85
True,1788949353.7251,elite,3514.2249013417,1710540185.4969,AS7713 PT Telekomunikasi Indonesia,telkomnet-as-ap,Bogor,Asia,AS,Indonesia,ID,,False,PT. Telekomunikasi Indonesia,-6.4751,107.0682,False,,True,West Java,success,Asia/Jakarta,16830,1788786108,1788949401.9529,5678,socks4,36.64.27.123:5678,True,1014.723777771,225781,997309,18.459884391173,36.64.27.123
True,1788949401.9429,elite,6348.088706035,1787493763.4988,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788703199,1788949401.9429,5114,socks5,45.74.31.30:5114,True,12945.04737854,1809,11152,13.957256384538,45.74.31.30
True,1788949401.9151,elite,11278.4357634,1788155383.1069,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,InternetXS,True,Arizona,success,America/Phoenix,85001,1788759347,1788949401.9151,31738,socks5,174.138.162.37:31738,True,13400.951147079,470,7358,6.004087889627,174.138.162.37
True,1788949370.708,elite,6802.6337032231,1788236001.824,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788838477,1788949401.9094,4296,socks5,45.74.31.42:4296,True,10505.521535873,1530,4646,24.773316062176,45.74.31.42
True,1788949336.3074,elite,2685.4741675488,1776078047.2772,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Tulsa,North America,,United States,US,,False,Cox Communications Inc.,36.0496,-95.8858,False,Cox Communications,True,Oklahoma,success,America/Chicago,74133,1788781967,1788949401.8922,10919,socks5,98.178.72.21:10919,True,1948.2588768005,133527,71995,64.96968694349,98.178.72.21
True,1788949401.8282,elite,6485.0806546441,1788621033.8981,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788618053,1788949401.8282,4557,socks5,45.74.31.30:4557,True,5074.3780136108,2289,3229,41.48242116709,45.74.31.30
True,1788949285.3083,elite,4628.8604805008,1788940051.9449,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788937910,1788949401.8121,9088,socks5,45.74.31.42:9088,True,3935.3034496307,243,73,76.898734177215,45.74.31.42
True,1788936909.6672,elite,2260.8003384975,1788595333.4574,AS24940 Hetzner Online GmbH,HETZNER-AS,Nuremberg,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,49.4527,11.0783,False,Hetzner,False,Bavaria,success,Europe/Berlin,90403,1788593537,1788949401.7117,1085,http,167.233.169.253:1085,True,6217.6494598389,6586,65,99.022703352879,167.233.169.253
True,1788949398.7084,elite,2422.0411241055,1788938489.8893,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788936463,1788949401.7041,5434,socks5,45.74.31.30:5434,True,2745.3644275665,80,124,39.21568627451,45.74.31.30
True,1788949024.8286,elite,3990.9158013893,1786300720.9587,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Amsterdam,Europe,EU,The Netherlands,NL,,True,"DigitalOcean, LLC",52.352,4.9392,False,"DigitalOcean, LLC",True,North Holland,success,Europe/Amsterdam,1098,1788716461,1788949401.6902,1082,socks5,161.35.90.93:1082,True,949.15103912354,89404,20108,81.638541894952,161.35.90.93
True,1788949379.7951,elite,5045.2066301113,1788863149.4458,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788860074,1788949401.6721,4325,socks5,45.74.31.42:4325,True,1301.2654781342,807,1133,41.59793814433,45.74.31.42
True,1788949326.7798,elite,6436.7404712879,1787820500.5357,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,False,Alibaba.com LLC,True,Kowloon,success,Asia/Hong_Kong,999077,1788422545,1788949401.6359,1011,socks5,47.82.73.135:1011,True,6264.3899917603,14005,12724,52.396273710202,47.82.73.135
True,1788949401.6166,elite,824.04544562357,1776080716.8354,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1788779328,1788949401.6166,11288,socks4,184.170.251.30:11288,True,756.03008270264,261011,300619,46.473835087157,184.170.251.30
True,1788949401.533,elite,3760.2459779066,1783285234.3947,AS11014 CPS,CPS,Monte Chingolo,South America,SA,Argentina,AR,,False,CPS,-34.7296,-58.3542,False,CPS,True,Buenos Aires,success,America/Argentina/Buenos_Aires,1825,1788725406,1788949401.533,1085,socks4,190.111.243.150:1085,True,8179.6753406525,67245,157383,29.936161119718,190.111.243.150
True,1788949401.507,elite,5254.1349920316,1788193257.52,AS202422 G-Core Labs S.A.,GHOST,Manassas,North America,,United States,US,,True,G-Core Labs S.A.,38.7911,-77.5264,False,GCL,False,Virginia,success,America/New_York,20109,1788795314,1788949401.507,1080,socks5,45.82.161.54:1080,True,3801.1755943298,7492,10536,41.557577102285,45.82.161.54
True,1788949401.4491,elite,5789.1396057378,1787583448.8987,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788789493,1788949401.4491,4802,socks5,45.74.31.42:4802,True,4513.9300823212,1835,9160,16.68940427467,45.74.31.42
True,1788949401.4167,elite,3713.2174010445,1710540122.2129,AS136371 Airwir Technologies Private Limited,AIRWIR-AS,Bengaluru,Asia,AS,India,IN,,False,Airwir Technologies Private Limited,12.9753,77.591,False,Airwir Technologies Private Limited,True,Karnataka,success,Asia/Kolkata,562130,1788431300,1788949401.4167,4145,socks4,103.86.1.41:4145,True,8178.5087585449,53816,658607,7.5539391625481,103.86.1.41
True,1788949401.3364,elite,4093.6238437015,1710575840.1816,AS52898 Multipla Serviços Inteligentes,Multipla Serviços Inteligentes,Valença,South America,SA,Brazil,BR,,False,Multipla Serviços Inteligentes,-22.2365,-43.8778,False,Multipla Serviços Inteligentes,True,Rio de Janeiro,success,America/Sao_Paulo,27600,1788423020,1788949401.3364,4145,socks4,168.227.158.13:4145,True,8182.1103096008,24971,673614,3.5745113336244,168.227.158.13
True,1788949349.9163,elite,5287.5754939976,1788910163.2,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788906510,1788949401.3281,4036,socks5,45.74.31.30:4036,True,5128.5727024078,670,440,60.36036036036,45.74.31.30
True,1788949378.3964,elite,4221.5887239784,1788896039.3498,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788892465,1788949401.2619,4232,socks5,45.74.31.30:4232,True,8688.5142326355,786,604,56.546762589928,45.74.31.30
True,1788949401.2553,elite,3666.3495903568,1785466267.513,AS63878 PT Victory Network Indonesia,VICTORYNET-AS-ID,Tangerang,Asia,AS,Indonesia,ID,,False,PT Victory Network Indonesia,-6.1716,106.5265,False,,True,Banten,success,Asia/Jakarta,15146,1788487658,1788949401.2553,1080,socks5,103.236.190.197:1080,True,2185.5685710907,43828,54272,44.676860346585,103.236.190.197
True,1788949394.9449,elite,2588.75117538,1710540232.2685,AS42673 Skyware Sp. z o.o.,SKYWARE-AS,Rzeszów,Europe,EU,Poland,PL,,False,Skyware Sp. z o.o.,50.0439,21.9587,False,Skyware Sp. z o.o,True,Subcarpathia,success,Europe/Warsaw,35-505,1788583508,1788949401.1935,60647,socks4,91.150.189.122:60647,True,3224.249124527,370759,1001745,27.013327465712,91.150.189.122
